# covent_pc_3
# Captured 2020-06-18 14:18:30.906627 by unknown user
# Built at revision 65ecf17 (dirty)
time(sec)  pc_setpoint  pressure  volume
0.900  30.000  29.795  404.173
0.910  30.000  31.018  411.678
0.920  30.000  30.869  418.703
0.930  30.000  30.988  425.828
0.940  30.000  31.497  432.076
0.950  30.000  31.291  438.341
0.960  30.000  31.790  444.326
0.970  30.000  31.018  449.865
0.980  30.000  31.872  455.617
0.990  30.000  32.004  461.019
1.000  30.000  31.354  465.898
1.010  30.000  31.582  469.997
1.020  30.000  31.607  473.410
1.030  30.000  32.209  476.709
1.040  30.000  32.276  479.717
1.050  30.000  31.203  482.017
1.060  30.000  30.939  483.683
1.070  30.000  31.244  484.710
1.080  30.000  31.273  485.080
1.090  30.000  30.921  484.871
1.100  30.000  29.632  483.895
1.110  30.000  29.458  482.002
1.120  30.000  28.759  478.855
1.130  30.000  28.431  474.629
1.140  30.000  28.507  470.209
1.150  30.000  29.422  466.249
1.160  30.000  29.411  462.993
1.170  30.000  29.303  460.268
1.180  30.000  29.642  457.665
1.190  30.000  29.142  455.179
1.200  30.000  29.441  452.977
1.210  30.000  29.248  451.258
1.220  30.000  29.210  450.139
1.230  30.000  29.213  449.367
1.240  30.000  29.373  448.614
1.250  30.000  29.526  447.919
1.260  30.000  29.351  447.445
1.270  30.000  29.459  447.298
1.280  30.000  29.724  447.637
1.290  30.000  29.479  448.524
1.300  30.000  29.676  449.758
1.310  30.000  29.598  451.271
1.320  30.000  30.294  453.051
1.330  30.000  29.555  455.024
1.340  30.000  29.821  457.100
1.350  30.000  30.039  459.225
1.360  30.000  29.993  461.306
1.370  30.000  30.404  463.099
1.380  30.000  30.599  464.635
1.390  30.000  29.818  466.086
1.400  30.000  30.606  467.420
1.410  30.000  30.505  468.487
1.420  30.000  30.258  469.356
1.430  30.000  30.367  470.172
1.440  5.000  30.198  470.798
1.450  5.000  29.976  470.814
1.460  5.000  27.872  469.057
1.470  5.000  23.739  462.752
1.480  5.000  21.201  452.434
1.490  5.000  20.936  442.698
1.500  5.000  20.236  434.196
1.510  5.000  19.459  425.501
1.520  5.000  19.132  416.012
1.530  5.000  19.062  406.465
1.540  5.000  18.383  397.826
1.550  5.000  18.427  389.880
1.560  5.000  18.253  382.349
1.570  5.000  17.711  374.056
1.580  5.000  17.024  364.632
1.590  5.000  16.407  354.634
1.600  5.000  16.565  344.686
1.610  5.000  16.116  335.076
1.620  5.000  15.924  325.832
1.630  5.000  15.226  316.560
1.640  5.000  15.015  307.354
1.650  5.000  14.884  298.341
1.660  5.000  14.227  290.027
1.670  5.000  14.240  282.023
1.680  5.000  14.158  274.143
1.690  5.000  13.468  266.852
1.700  5.000  13.352  258.914
1.710  5.000  13.042  251.302
1.720  5.000  12.859  244.671
1.730  5.000  12.233  237.434
1.740  5.000  11.996  229.802
1.750  5.000  11.796  222.644
1.760  5.000  11.383  215.014
1.770  5.000  11.202  207.635
1.780  5.000  10.662  200.529
1.790  5.000  10.545  193.658
1.800  5.000  10.302  187.667
1.810  5.000  10.165  180.648
1.820  5.000  9.705  173.020
1.830  5.000  9.564  165.793
1.840  5.000  9.222  159.041
1.850  5.000  9.121  152.269
1.860  5.000  8.724  145.171
1.870  5.000  8.645  138.649
1.880  5.000  8.361  132.616
1.890  5.000  8.349  126.836
1.900  5.000  7.994  121.132
1.910  5.000  7.736  115.041
1.920  5.000  7.527  108.673
1.930  5.000  7.277  102.246
1.940  5.000  7.149  96.599
1.950  5.000  7.053  91.082
1.960  5.000  6.723  85.057
1.970  5.000  6.403  79.017
1.980  5.000  6.283  73.557
1.990  5.000  6.095  68.699
2.000  5.000  5.893  63.175
2.010  5.000  5.804  57.829
2.020  5.000  5.585  53.234
2.030  5.000  5.385  48.041
2.040  5.000  5.248  42.437
2.050  5.000  5.021  37.518
2.060  5.000  4.892  33.268
2.070  5.000  4.716  28.837
2.080  5.000  4.591  24.356
2.090  5.000  4.475  20.306
2.100  5.000  4.299  15.925
2.110  5.000  4.222  11.193
2.120  5.000  4.009  6.538
2.130  5.000  3.903  2.320
2.140  5.000  3.887  -1.221
2.150  5.000  3.909  -4.544
2.160  5.000  3.732  -8.346
2.170  5.000  3.596  -12.413
2.180  5.000  3.518  -15.691
2.190  5.000  3.616  -18.236
2.200  5.000  3.458  -20.571
2.210  5.000  3.385  -22.736
2.220  5.000  3.380  -24.796
2.230  5.000  3.464  -26.523
2.240  5.000  3.438  -28.017
2.250  5.000  3.391  -29.463
2.260  5.000  3.433  -30.313
2.270  5.000  3.604  -30.240
2.280  5.000  3.704  -29.687
2.290  5.000  3.744  -29.085
2.300  5.000  3.749  -27.979
2.310  5.000  4.067  -26.087
2.320  5.000  4.423  -23.772
2.330  5.000  4.420  -21.246
2.340  5.000  4.795  -18.553
2.350  5.000  4.878  -15.758
2.360  5.000  5.060  -12.933
2.370  5.000  5.123  -10.009
2.380  5.000  5.284  -7.185
2.390  5.000  5.506  -4.672
2.400  5.000  5.445  -2.270
2.410  5.000  5.739  0.031
2.420  5.000  5.633  1.997
2.430  5.000  5.691  3.652
2.440  5.000  5.786  4.911
2.450  5.000  5.665  5.609
2.460  5.000  5.741  5.828
2.470  5.000  5.712  5.822
2.480  5.000  5.680  5.693
2.490  5.000  5.672  5.439
2.500  5.000  5.661  5.006
2.510  5.000  5.475  4.385
2.520  5.000  5.535  3.375
2.530  5.000  5.405  1.800
2.540  5.000  5.294  0.043
2.550  5.000  5.088  -1.544
2.560  5.000  4.997  -2.941
2.570  5.000  4.886  -4.413
2.580  5.000  4.762  -6.047
2.590  5.000  4.718  -7.678
2.600  5.000  4.664  -9.196
2.610  5.000  4.743  -10.621
2.620  5.000  4.670  -11.741
2.630  5.000  4.606  -12.602
2.640  5.000  4.542  -13.323
2.650  5.000  4.564  -13.620
2.660  5.000  4.716  -13.638
2.670  5.000  4.745  -13.603
2.680  5.000  4.756  -13.323
2.690  5.000  4.602  -12.885
2.700  5.000  4.814  -12.564
2.710  5.000  4.736  -12.288
2.720  5.000  4.766  -11.775
2.730  5.000  4.679  -11.179
2.740  5.000  4.713  -10.818
2.750  5.000  4.822  -10.504
2.760  5.000  4.849  -10.105
2.770  5.000  4.840  -9.594
2.780  5.000  4.880  -9.134
2.790  5.000  4.808  -8.674
2.800  5.000  4.871  -8.186
2.810  5.000  4.948  -7.677
2.820  5.000  4.989  -6.917
2.830  5.000  5.169  -6.213
2.840  5.000  5.095  -5.473
2.850  5.000  5.181  -4.807
2.860  5.000  5.021  -4.403
2.870  5.000  5.274  -4.241
2.880  5.000  5.010  -4.405
2.890  5.000  5.316  -4.307
2.900  5.000  5.183  -3.922
2.910  5.000  5.255  -3.775
2.920  5.000  5.284  -3.739
2.930  5.000  5.216  -3.506
2.940  5.000  5.293  -3.189
2.950  5.000  5.289  -3.109
2.960  5.000  5.258  -3.216
2.970  5.000  5.202  -3.034
2.980  5.000  5.307  -2.834
2.990  5.000  5.236  -3.071
3.000  5.000  5.197  -3.463
3.010  5.000  5.213  -3.872
3.020  5.000  5.196  -4.252
3.030  5.000  5.072  -4.584
3.040  5.000  5.243  -5.060
3.050  5.000  4.972  -5.722
3.060  5.000  5.066  -6.462
3.070  5.000  4.912  -7.142
3.080  5.000  4.912  -7.808
3.090  5.000  4.882  -8.596
3.100  5.000  4.915  -9.296
3.110  5.000  4.799  -9.691
3.120  5.000  4.835  -9.978
3.130  5.000  4.718  -10.394
3.140  5.000  4.781  -10.674
3.150  5.000  4.819  -10.885
3.160  5.000  4.872  -11.184
3.170  5.000  4.891  -11.332
3.180  5.000  4.753  -11.201
3.190  5.000  4.856  -10.971
3.200  5.000  4.896  -10.895
3.210  5.000  4.946  -10.891
3.220  5.000  4.794  -10.945
3.230  5.000  4.980  -10.953
3.240  5.000  4.988  -10.863
3.250  5.000  4.898  -10.649
3.260  5.000  4.935  -10.392
3.270  5.000  4.956  -10.315
3.280  5.000  4.955  -10.255
3.290  5.000  4.987  -10.143
3.300  5.000  4.868  -9.941
3.310  5.000  5.103  -9.661
3.320  5.000  4.876  -9.301
3.330  5.000  5.028  -8.922
3.340  5.000  4.897  -8.858
3.350  5.000  4.972  -8.941
3.360  5.000  4.980  -8.915
3.370  5.000  5.061  -8.883
3.380  5.000  5.056  -8.855
3.390  5.000  5.005  -8.550
3.400  5.000  5.173  -8.301
3.410  5.000  5.004  -8.309
3.420  5.000  5.130  -8.246
3.430  5.000  5.137  -8.142
3.440  5.000  5.021  -8.059
3.450  7.500  5.096  -8.126
3.460  10.000  5.241  -8.138
3.470  12.500  5.961  -7.028
3.480  15.000  6.655  -4.002
3.490  17.500  8.633  0.878
3.500  20.000  10.032  7.801
3.510  22.500  11.297  17.093
3.520  25.000  13.801  29.496
3.530  27.500  14.929  41.811
3.540  30.000  15.376  52.589
3.550  30.000  15.011  63.676
3.560  30.000  16.498  74.404
3.570  30.000  16.940  84.874
3.580  30.000  16.471  96.716
3.590  30.000  17.179  108.479
3.600  30.000  18.021  119.571
3.610  30.000  18.927  130.807
3.620  30.000  19.109  141.204
3.630  30.000  19.822  151.290
3.640  30.000  20.063  161.260
3.650  30.000  19.986  172.677
3.660  30.000  20.568  185.681
3.670  30.000  21.041  197.549
3.680  30.000  21.411  207.561
3.690  30.000  21.873  217.227
3.700  30.000  22.733  227.053
3.710  30.000  22.765  237.036
3.720  30.000  23.066  246.849
3.730  30.000  23.636  256.048
3.740  30.000  24.000  264.965
3.750  30.000  24.192  273.836
3.760  30.000  24.807  282.598
3.770  30.000  25.009  291.287
3.780  30.000  25.716  299.800
3.790  30.000  25.515  309.202
3.800  30.000  26.103  320.356
3.810  30.000  26.798  330.658
3.820  30.000  27.211  339.040
3.830  30.000  27.629  347.157
3.840  30.000  27.523  355.803
3.850  30.000  28.595  364.007
3.860  30.000  28.417  371.904
3.870  30.000  28.577  379.791
3.880  30.000  29.729  387.191
3.890  30.000  29.284  394.665
3.900  30.000  29.727  402.385
3.910  30.000  30.888  409.804
3.920  30.000  30.048  416.852
3.930  30.000  30.565  423.968
3.940  30.000  31.145  430.805
3.950  30.000  31.336  437.489
3.960  30.000  31.189  444.198
3.970  30.000  30.508  450.771
3.980  30.000  30.923  456.999
3.990  30.000  31.518  462.729
4.000  30.000  31.607  468.063
4.010  30.000  31.944  473.314
4.020  30.000  32.190  478.123
4.030  30.000  31.247  482.155
4.040  30.000  31.490  485.500
4.050  30.000  31.823  488.366
4.060  30.000  32.148  490.803
4.070  30.000  31.426  492.499
4.080  30.000  31.206  493.458
4.090  30.000  30.645  493.569
4.100  30.000  30.497  492.725
4.110  30.000  29.949  490.901
4.120  30.000  28.800  487.840
4.130  30.000  28.643  483.887
4.140  30.000  29.736  480.203
4.150  30.000  29.716  476.889
4.160  30.000  29.747  473.610
4.170  30.000  29.555  470.767
4.180  30.000  29.533  468.258
4.190  30.000  29.664  465.798
4.200  30.000  29.306  463.272
4.210  30.000  29.454  460.951
4.220  30.000  29.432  459.091
4.230  30.000  29.506  457.495
4.240  30.000  29.021  456.282
4.250  30.000  29.077  455.654
4.260  30.000  29.272  455.322
4.270  30.000  29.168  455.090
4.280  30.000  29.809  455.150
4.290  30.000  29.842  455.543
4.300  30.000  29.698  456.255
4.310  30.000  29.797  457.261
4.320  30.000  29.765  458.560
4.330  30.000  29.688  460.110
4.340  30.000  30.146  461.527
4.350  30.000  29.942  462.655
4.360  30.000  29.900  463.851
4.370  30.000  30.040  465.325
4.380  30.000  30.148  466.828
4.390  30.000  30.319  468.263
4.400  30.000  30.010  469.737
4.410  30.000  30.557  471.100
4.420  30.000  29.994  472.300
4.430  30.000  30.053  473.387
4.440  30.000  30.501  474.220
4.450  5.000  29.923  474.883
4.460  5.000  29.790  475.200
4.470  5.000  27.444  473.850
4.480  5.000  23.684  467.899
4.490  5.000  20.996  457.898
4.500  5.000  20.646  448.389
4.510  5.000  20.098  440.096
4.520  5.000  19.487  431.425
4.530  5.000  19.376  422.119
4.540  5.000  19.007  412.014
4.550  5.000  18.514  401.468
4.560  5.000  18.072  392.240
4.570  5.000  17.895  383.251
4.580  5.000  17.582  373.973
4.590  5.000  17.311  364.536
4.600  5.000  17.133  354.228
4.610  5.000  16.638  344.183
4.620  5.000  16.013  335.396
4.630  5.000  15.597  326.995
4.640  5.000  15.758  317.788
4.650  5.000  15.000  308.705
4.660  5.000  14.698  300.386
4.670  5.000  14.685  292.660
4.680  5.000  14.293  285.418
4.690  5.000  13.829  278.497
4.700  5.000  13.534  271.458
4.710  5.000  13.265  264.343
4.720  5.000  12.712  257.205
4.730  5.000  12.422  250.144
4.740  5.000  12.077  243.506
4.750  5.000  12.096  236.115
4.760  5.000  11.646  227.954
4.770  5.000  11.379  220.079
4.780  5.000  11.192  212.508
4.790  5.000  10.810  204.997
4.800  5.000  10.595  197.360
4.810  5.000  10.350  189.648
4.820  5.000  10.046  181.971
4.830  5.000  9.882  174.889
4.840  5.000  9.672  168.537
4.850  5.000  9.371  162.682
4.860  5.000  9.096  157.148
4.870  5.000  8.881  150.961
4.880  5.000  8.660  144.256
4.890  5.000  8.361  138.166
4.900  5.000  8.384  131.863
4.910  5.000  8.043  125.651
4.920  5.000  7.672  119.580
4.930  5.000  7.515  113.523
4.940  5.000  7.261  107.669
4.950  5.000  7.307  101.517
4.960  5.000  6.989  95.325
4.970  5.000  6.727  89.361
4.980  5.000  6.474  84.038
4.990  5.000  6.295  79.252
5.000  5.000  6.054  74.109
5.010  5.000  5.926  68.828
5.020  5.000  5.707  63.981
5.030  5.000  5.500  59.405
5.040  5.000  5.312  54.870
5.050  5.000  5.277  50.448
5.060  5.000  5.064  46.298
5.070  5.000  5.014  41.882
5.080  5.000  4.737  37.130
5.090  5.000  4.569  32.678
5.100  5.000  4.334  28.296
5.110  5.000  4.260  24.096
5.120  5.000  4.089  20.446
5.130  5.000  3.941  16.758
5.140  5.000  3.859  13.245
5.150  5.000  3.816  10.012
5.160  5.000  3.825  6.900
5.170  5.000  3.615  3.762
5.180  5.000  3.531  0.673
5.190  5.000  3.481  -2.045
5.200  5.000  3.538  -4.427
5.210  5.000  3.395  -6.778
5.220  5.000  3.378  -9.017
5.230  5.000  3.441  -10.926
5.240  5.000  3.470  -12.590
5.250  5.000  3.438  -13.929
5.260  5.000  3.361  -14.978
5.270  5.000  3.463  -15.728
5.280  5.000  3.791  -15.683
5.290  5.000  3.688  -14.938
5.300  5.000  3.599  -13.940
5.310  5.000  3.776  -12.570
5.320  5.000  4.251  -10.566
5.330  5.000  4.622  -8.007
5.340  5.000  4.551  -5.089
5.350  5.000  4.663  -2.050
5.360  5.000  5.002  0.985
5.370  5.000  5.064  4.020
5.380  5.000  5.165  7.080
5.390  5.000  5.399  10.018
5.400  5.000  5.530  12.631
5.410  5.000  5.395  15.257
5.420  5.000  5.834  17.735
5.430  5.000  5.982  19.762
5.440  5.000  5.584  21.362
5.450  5.000  5.768  22.479
5.460  5.000  5.767  23.076
5.470  5.000  5.726  23.426
5.480  5.000  5.752  23.706
5.490  5.000  5.906  23.962
5.500  5.000  5.638  24.169
5.510  5.000  5.492  24.086
5.520  5.000  5.464  23.386
5.530  5.000  5.322  22.067
5.540  5.000  5.154  20.780
5.550  5.000  5.219  19.543
5.560  5.000  5.099  18.046
5.570  5.000  5.016  16.316
5.580  5.000  4.969  14.375
5.590  5.000  4.936  12.508
5.600  5.000  4.737  10.864
5.610  5.000  4.597  9.349
5.620  5.000  4.594  7.967
5.630  5.000  4.626  6.763
5.640  5.000  4.569  5.756
5.650  5.000  4.602  5.178
5.660  5.000  4.660  4.914
5.670  5.000  4.588  4.907
5.680  5.000  4.701  5.068
5.690  5.000  4.670  5.011
5.700  5.000  4.577  5.123
5.710  5.000  4.685  5.647
5.720  5.000  4.745  6.283
5.730  5.000  4.772  6.673
5.740  5.000  4.719  6.935
5.750  5.000  4.679  7.431
5.760  5.000  4.670  7.964
5.770  5.000  4.869  8.444
5.780  5.000  4.933  9.013
5.790  5.000  4.952  9.583
5.800  5.000  4.850  10.158
5.810  5.000  4.954  10.729
5.820  5.000  4.995  11.422
5.830  5.000  5.141  12.170
5.840  5.000  5.093  12.905
5.850  5.000  5.096  13.732
5.860  5.000  5.107  14.387
5.870  5.000  5.179  14.972
5.880  5.000  5.305  15.574
5.890  5.000  5.224  15.998
5.900  5.000  5.371  16.309
5.910  5.000  5.331  16.549
5.920  5.000  5.325  16.602
5.930  5.000  5.344  16.627
5.940  5.000  5.192  16.772
5.950  5.000  5.298  16.838
5.960  5.000  5.276  16.822
5.970  5.000  5.277  16.934
5.980  5.000  5.339  16.949
5.990  5.000  5.166  16.609
6.000  5.000  5.252  16.035
6.010  5.000  5.129  15.546
6.020  5.000  5.125  15.270
6.030  5.000  5.021  14.947
6.040  5.000  5.114  14.311
6.050  5.000  4.997  13.569
6.060  5.000  4.999  12.892
6.070  5.000  4.860  12.183
6.080  5.000  4.782  11.513
6.090  5.000  4.809  10.850
6.100  5.000  4.840  10.259
6.110  5.000  4.834  10.059
6.120  5.000  4.798  10.066
6.130  5.000  4.802  9.788
6.140  5.000  4.849  9.428
6.150  5.000  4.906  9.414
6.160  5.000  4.919  9.598
6.170  5.000  4.780  9.695
6.180  5.000  4.758  9.609
6.190  5.000  4.964  9.505
6.200  5.000  4.932  9.669
6.210  5.000  4.940  10.076
6.220  5.000  4.907  10.517
6.230  5.000  4.830  10.881
6.240  5.000  5.002  10.843
6.250  5.000  4.910  10.757
6.260  5.000  4.901  10.923
6.270  5.000  4.986  10.925
6.280  5.000  4.840  10.891
6.290  5.000  4.924  11.172
6.300  5.000  4.960  11.675
6.310  5.000  4.950  12.103
6.320  5.000  4.994  12.452
6.330  5.000  4.962  12.813
6.340  5.000  4.949  13.352
6.350  5.000  5.109  13.970
6.360  5.000  5.048  14.421
6.370  5.000  4.974  14.673
6.380  5.000  4.993  14.812
6.390  5.000  4.983  14.932
6.400  5.000  5.154  14.910
6.410  5.000  4.992  14.880
6.420  5.000  5.159  14.754
6.430  5.000  5.114  14.600
6.440  5.000  5.150  14.631
6.450  5.000  5.138  14.575
6.460  7.500  5.116  14.440
6.470  10.000  5.271  14.242
6.480  12.500  5.843  14.897
6.490  15.000  6.514  17.531
6.500  17.500  8.723  21.970
6.510  20.000  10.116  28.250
6.520  22.500  11.422  36.965
6.530  25.000  14.054  46.676
6.540  27.500  15.218  56.881
6.550  30.000  14.758  67.894
6.560  30.000  15.024  79.074
6.570  30.000  16.148  90.033
6.580  30.000  16.269  100.249
6.590  30.000  16.705  110.514
6.600  30.000  17.937  120.961
6.610  30.000  17.489  131.184
6.620  30.000  18.755  141.260
6.630  30.000  18.201  152.906
6.640  30.000  19.286  165.298
6.650  30.000  19.724  176.000
6.660  30.000  20.005  186.348
6.670  30.000  20.179  196.932
6.680  30.000  21.527  206.920
6.690  30.000  21.587  216.528
6.700  30.000  22.376  225.926
6.710  30.000  22.825  234.999
6.720  30.000  23.419  244.194
6.730  30.000  23.358  253.731
6.740  30.000  23.875  262.977
6.750  30.000  24.215  271.536
6.760  30.000  24.110  280.484
6.770  30.000  25.062  289.240
6.780  30.000  24.912  297.863
6.790  30.000  25.459  306.931
6.800  30.000  26.095  315.520
6.810  30.000  26.931  323.391
6.820  30.000  26.769  331.331
6.830  30.000  26.780  339.551
6.840  30.000  27.575  347.460
6.850  30.000  28.548  354.757
6.860  30.000  28.051  361.813
6.870  30.000  28.975  368.777
6.880  30.000  29.033  375.952
6.890  30.000  29.825  383.474
6.900  30.000  29.856  390.834
6.910  30.000  30.654  397.680
6.920  30.000  30.348  404.765
6.930  30.000  30.960  412.074
6.940  30.000  30.151  419.676
6.950  30.000  30.988  427.224
6.960  30.000  30.877  434.027
6.970  30.000  31.562  440.753
6.980  30.000  31.564  447.008
6.990  30.000  30.776  452.918
7.000  30.000  32.089  458.234
7.010  30.000  32.539  462.988
7.020  30.000  31.372  467.459
7.030  30.000  30.816  471.509
7.040  30.000  31.291  474.869
7.050  30.000  31.290  477.748
7.060  30.000  31.770  480.261
7.070  30.000  31.082  482.208
7.080  30.000  31.214  483.445
7.090  30.000  30.577  483.843
7.100  30.000  30.267  483.385
7.110  30.000  29.585  481.939
7.120  30.000  29.559  479.496
7.130  30.000  29.993  476.362
7.140  30.000  29.783  473.216
7.150  30.000  29.840  470.186
7.160  30.000  29.645  467.105
7.170  30.000  29.573  464.231
7.180  30.000  29.608  461.499
7.190  30.000  29.418  458.943
7.200  30.000  29.522  456.764
7.210  30.000  29.558  454.872
7.220  30.000  29.620  453.089
7.230  30.000  29.401  451.510
7.240  30.000  29.691  450.312
7.250  30.000  29.160  449.421
7.260  30.000  28.864  448.754
7.270  30.000  29.258  448.159
7.280  30.000  29.668  447.752
7.290  30.000  29.434  447.934
7.300  30.000  29.803  448.704
7.310  30.000  30.052  449.703
7.320  30.000  29.311  450.909
7.330  30.000  30.390  452.205
7.340  30.000  29.365  453.432
7.350  30.000  30.264  454.653
7.360  30.000  29.597  456.035
7.370  30.000  30.007  457.526
7.380  30.000  30.378  458.742
7.390  30.000  30.096  459.897
7.400  30.000  30.636  461.079
7.410  30.000  30.019  462.089
7.420  30.000  30.358  462.900
7.430  30.000  30.161  463.756
7.440  30.000  30.281  464.564
7.450  30.000  30.270  465.062
7.460  5.000  30.131  465.456
7.470  5.000  29.770  465.567
7.480  5.000  27.672  464.214
7.490  5.000  23.644  459.248
7.500  5.000  20.851  450.109
7.510  5.000  20.899  440.261
7.520  5.000  20.644  431.639
7.530  5.000  19.550  422.848
7.540  5.000  18.864  414.009
7.550  5.000  18.236  404.637
7.560  5.000  18.093  395.505
7.570  5.000  17.913  387.418
7.580  5.000  18.066  379.426
7.590  5.000  17.840  371.257
7.600  5.000  16.981  362.218
7.610  5.000  16.817  352.572
7.620  5.000  16.506  343.729
7.630  5.000  16.221  335.835
7.640  5.000  15.877  326.909
7.650  5.000  15.434  317.544
7.660  5.000  15.133  309.254
7.670  5.000  14.989  300.658
7.680  5.000  14.297  292.323
7.690  5.000  14.207  284.896
7.700  5.000  13.595  277.466
7.710  5.000  13.518  269.959
7.720  5.000  13.154  262.734
7.730  5.000  12.606  255.174
7.740  5.000  12.398  247.514
7.750  5.000  12.041  240.668
7.760  5.000  12.141  234.158
7.770  5.000  11.632  227.752
7.780  5.000  11.502  221.352
7.790  5.000  10.936  214.849
7.800  5.000  10.546  208.239
7.810  5.000  10.401  201.593
7.820  5.000  10.279  195.026
7.830  5.000  9.965  188.868
7.840  5.000  9.701  182.324
7.850  5.000  9.342  175.121
7.860  5.000  9.180  168.655
7.870  5.000  9.011  162.756
7.880  5.000  8.738  156.699
7.890  5.000  8.424  150.735
7.900  5.000  8.319  145.076
7.910  5.000  8.041  139.360
7.920  5.000  7.810  133.693
7.930  5.000  7.576  128.362
7.940  5.000  7.406  122.888
7.950  5.000  7.108  117.044
7.960  5.000  6.964  111.381
7.970  5.000  6.884  105.783
7.980  5.000  6.623  100.102
7.990  5.000  6.361  94.470
8.000  5.000  6.274  89.205
8.010  5.000  6.047  84.276
8.020  5.000  5.852  79.234
8.030  5.000  5.741  74.281
8.040  5.000  5.432  69.132
8.050  5.000  5.238  63.968
8.060  5.000  5.107  58.691
8.070  5.000  4.981  53.828
8.080  5.000  4.699  49.062
8.090  5.000  4.671  44.436
8.100  5.000  4.535  40.441
8.110  5.000  4.427  36.474
8.120  5.000  4.287  32.518
8.130  5.000  4.169  28.638
8.140  5.000  4.058  24.811
8.150  5.000  3.879  21.145
8.160  5.000  3.812  17.867
8.170  5.000  3.781  14.733
8.180  5.000  3.659  11.761
8.190  5.000  3.610  8.863
8.200  5.000  3.578  5.897
8.210  5.000  3.522  3.158
8.220  5.000  3.407  0.785
8.230  5.000  3.398  -1.478
8.240  5.000  3.444  -3.592
8.250  5.000  3.509  -5.215
8.260  5.000  3.476  -6.547
8.270  5.000  3.347  -7.787
8.280  5.000  3.339  -8.495
8.290  5.000  3.981  -8.473
8.300  5.000  3.684  -8.212
8.310  5.000  3.626  -7.849
8.320  5.000  3.563  -6.541
8.330  5.000  4.119  -4.028
8.340  5.000  4.480  -1.108
8.350  5.000  4.857  1.427
8.360  5.000  4.813  3.707
8.370  5.000  4.989  6.127
8.380  5.000  5.023  8.916
8.390  5.000  5.303  11.482
8.400  5.000  5.375  13.643
8.410  5.000  5.428  16.043
8.420  5.000  5.619  18.834
8.430  5.000  5.628  21.587
8.440  5.000  5.740  23.637
8.450  5.000  5.570  25.100
8.460  5.000  5.648  26.051
8.470  5.000  5.735  26.499
8.480  5.000  5.791  26.718
8.490  5.000  5.792  26.935
8.500  5.000  5.751  27.145
8.510  5.000  5.597  27.108
8.520  5.000  5.617  26.666
